Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Year,Quarter,Month_Number,Month,Day,Day_Name
EK4213,2024-08-02,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8248,3.72,Summer,Medium-haul,Low,268445.46,36606.2,305051.66,211730.51,86752.84,40697.59,115498.74,20606.38,23079.14,26479.19,17618.45,17309.36,204209.19,26170.1,163511.59,61510.03,15145.69,236069.18,68982.48,0.2261,2024,3,8,August,2,Friday
EK4214,2024-08-03,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.8393,6.98,Summer,Medium-haul,Low,296253.23,40398.17,336651.4,234976.01,96277.28,45165.71,128179.13,22868.71,25612.96,29386.29,19552.75,19209.72,226628.93,29043.26,181463.23,68263.1,16808.5,261986.77,74664.63,0.2218,2024,3,8,August,3,Saturday
EK4215,2024-08-03,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8223,5.79,Summer,Medium-haul,Low,230443.51,31424.12,261867.63,179963.35,73736.81,34591.5,98169.79,17514.68,19616.44,22506.37,14975.05,14712.33,173570.49,22243.65,138979.0,52281.32,12873.29,200650.34,61217.29,0.2338,2024,3,8,August,3,Saturday
EK4216,2024-08-05,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8238,5.97,Summer,Medium-haul,Low,254968.16,34768.39,289736.55,200464.36,82136.74,38532.08,109353.07,19509.91,21851.1,25070.24,16680.98,16388.33,193343.24,24777.59,154811.16,58237.09,14339.79,223507.97,66228.58,0.2286,2024,3,8,August,5,Monday
EK4217,2024-08-05,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8321,6.1,Summer,Medium-haul,Low,230470.8,31427.84,261898.64,179986.16,73746.15,34595.88,98182.23,17516.9,19618.93,22509.22,14976.95,14714.2,173592.49,22246.46,138996.61,52287.95,12874.92,200675.77,61222.87,0.2338,2024,3,8,August,5,Monday
EK4218,2024-08-07,DXB,BLR,DXB-BLR,Airbus A350-900,300,243,0.8094,6.08,Summer,Medium-haul,Low,254759.86,34739.98,289499.84,200290.24,82065.39,38498.61,109258.08,19492.97,21832.12,25048.46,16666.49,16374.09,193175.3,24756.07,154676.69,58186.51,14327.33,223313.83,66186.01,0.2286,2024,3,8,August,7,Wednesday
EK4219,2024-08-08,DXB,BLR,DXB-BLR,Airbus A350-900,300,240,0.7974,4.53,Summer,Medium-haul,Low,318786.13,43470.84,362256.97,253812.05,103995.01,48786.26,138454.16,24701.9,27666.13,31741.95,21120.13,20749.6,244795.86,31371.42,196009.6,73735.18,18155.9,282988.03,79268.94,0.2188,2024,3,8,August,8,Thursday
EK4220,2024-08-09,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.8392,6.0,Summer,Medium-haul,Low,295605.59,40309.85,335915.44,234434.62,96055.45,45061.64,127883.8,22816.02,25553.94,29318.59,19507.7,19165.46,226106.77,28976.35,181045.13,68105.82,16769.78,261383.14,74532.3,0.2219,2024,3,8,August,9,Friday
EK4221,2024-08-12,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8145,3.86,Summer,Medium-haul,Low,284536.17,38800.39,323336.56,225181.31,92264.07,43283.03,122836.13,21915.46,24545.31,28161.36,18737.71,18408.98,217182.17,27832.63,173899.14,65417.64,16107.86,251066.16,72270.4,0.2235,2024,3,8,August,12,Monday
EK4222,2024-08-12,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8139,5.36,Summer,Medium-haul,Low,359905.27,49077.99,408983.26,288184.99,118078.72,55393.22,157204.56,28047.2,31412.86,36040.65,23980.36,23559.65,277947.76,35619.95,222554.54,83720.89,20614.69,321312.18,87671.08,0.2144,2024,3,8,August,12,Monday
EK4223,2024-08-14,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8199,5.72,Summer,Medium-haul,Low,270263.95,36854.18,307118.13,213250.65,87375.69,40989.79,116327.97,20754.32,23244.84,26669.3,17744.94,17433.63,205675.33,26357.99,164685.54,61951.65,15254.43,237764.06,69354.07,0.2258,2024,3,8,August,14,Wednesday
EK4224,2024-08-15,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8203,6.37,Summer,Medium-haul,Low,300825.57,41021.67,341847.24,238798.18,97843.34,45900.38,130264.12,23240.7,26029.58,29864.3,19870.8,19522.19,230315.33,29515.69,184414.95,69373.49,17081.91,266248.3,75598.94,0.2211,2024,3,8,August,15,Thursday
EK4225,2024-08-16,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.8395,6.33,Summer,Medium-haul,Low,354562.3,48349.4,402911.7,283718.6,116248.69,54534.72,154768.15,27612.52,30926.02,35482.08,23608.7,23194.51,273640.04,35067.9,219105.32,82423.36,20295.2,316332.38,86579.32,0.2149,2024,3,8,August,16,Friday
EK4226,2024-08-16,DXB,BLR,DXB-BLR,Airbus A350-900,300,236,0.7852,4.48,Summer,Medium-haul,Low,267103.32,36423.18,303526.5,210608.57,86293.14,40481.94,114886.72,20497.18,22956.85,26338.88,17599.06,17217.63,203127.09,26031.42,162645.15,61184.09,15065.43,234818.26,68708.24,0.2264,2024,3,8,August,16,Friday
EK4227,2024-08-18,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8193,5.66,Summer,Medium-haul,Low,236697.9,32276.99,268974.89,185191.61,75879.0,35596.44,101021.8,18023.51,20186.34,23160.22,15410.1,15139.75,178613.03,22889.86,143016.59,53800.19,13247.28,206479.6,62495.29,0.2323,2024,3,8,August,18,Sunday
EK4228,2024-08-18,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.838,4.81,Summer,Medium-haul,Low,261420.22,35648.21,297068.43,205857.86,84346.63,39568.79,112295.21,20034.83,22439.01,25744.75,17129.78,16829.26,198545.15,25444.23,158976.37,59803.96,14725.6,229521.46,67546.97,0.2274,2024,3,8,August,18,Sunday
EK4229,2024-08-19,DXB,BLR,DXB-BLR,Airbus A350-900,300,241,0.8026,6.16,Summer,Medium-haul,Low,242954.38,33130.14,276084.52,190421.61,78021.9,36601.72,103874.76,18532.52,20756.42,23814.28,15845.3,15567.31,183657.25,23536.3,147055.52,55319.56,13621.4,212310.79,63773.73,0.231,2024,3,8,August,19,Monday
EK4230,2024-08-19,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8309,5.88,Summer,Medium-haul,Low,205260.25,27990.03,233250.28,158911.76,65111.29,30545.08,86686.17,15465.87,17321.77,19873.64,13223.31,12991.33,153266.72,19641.65,122721.64,46165.61,11367.41,177178.85,56071.43,0.2404,2024,3,8,August,19,Monday
EK4231,2024-08-20,DXB,BLR,DXB-BLR,Airbus A350-900,300,241,0.8004,5.01,Summer,Medium-haul,Low,318969.16,43495.79,362464.95,253965.05,104057.7,48815.67,138537.63,24716.79,27682.81,31761.08,21132.86,20762.11,244943.42,31390.33,196127.75,73779.63,18166.84,283158.62,79306.33,0.2188,2024,3,8,August,20,Tuesday
EK4232,2024-08-20,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8232,4.28,Summer,Medium-haul,Low,224536.83,30618.66,255155.49,175025.75,71713.71,33642.42,95476.33,17034.14,19078.23,21888.86,14564.19,14308.67,168808.29,21633.35,135165.87,50846.9,12520.09,195145.15,60010.34,0.2352,2024,3,8,August,20,Tuesday
EK4233,2024-08-20,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8167,4.84,Summer,Medium-haul,Low,272486.37,37157.23,309643.6,215108.45,88136.89,41346.88,117341.4,20935.13,23447.34,26901.64,17899.53,17585.51,207467.12,26587.61,166120.24,62491.36,15387.32,239835.4,69808.2,0.2254,2024,3,8,August,20,Tuesday
EK4234,2024-08-20,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8127,5.44,Summer,Medium-haul,Low,320654.17,43725.57,364379.74,255373.61,104634.83,49086.41,139306.0,24853.88,27836.35,31937.24,21250.07,20877.26,246301.95,31564.43,197215.53,74188.83,18267.6,284729.1,79650.64,0.2186,2024,3,8,August,20,Tuesday
EK4235,2024-08-23,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8182,4.55,Summer,Medium-haul,Low,296345.47,40410.75,336756.22,235053.12,96308.87,45180.53,128221.19,22876.22,25621.36,29395.94,17599.06,19216.02,226703.3,29052.79,181522.77,68285.5,16814.02,262072.74,74683.48,0.2218,2024,3,8,August,23,Friday
EK4236,2024-08-24,DXB,BLR,DXB-BLR,Airbus A350-900,300,251,0.8362,3.83,Summer,Medium-haul,Low,334320.23,45589.12,379909.35,266797.55,109315.59,51282.25,145537.74,25965.7,29081.58,33365.92,22200.67,21811.19,257320.07,32976.44,206037.82,77507.61,19084.79,297466.23,82443.12,0.217,2024,3,8,August,24,Saturday
EK4237,2024-08-25,DXB,BLR,DXB-BLR,Airbus A350-900,300,243,0.8087,3.63,Summer,Medium-haul,Low,216959.19,29585.34,246544.53,168691.32,69118.29,32424.85,92020.91,16417.65,18387.76,21096.68,14037.09,13790.82,162698.88,20850.41,130274.03,49006.68,12066.97,188082.58,58461.95,0.2371,2024,3,8,August,25,Sunday
EK4238,2024-08-26,DXB,BLR,DXB-BLR,Airbus A350-900,300,242,0.8064,3.71,Summer,Medium-haul,Low,341923.38,46625.91,388549.29,273153.29,111919.74,52503.92,149004.79,26584.26,29774.37,26383.38,22729.54,22330.78,263450.03,33762.01,210946.11,79354.02,19539.43,304552.57,83996.72,0.2162,2024,3,8,August,26,Monday
EK4239,2024-08-26,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8315,4.52,Summer,Medium-haul,Low,277465.15,37836.16,315301.31,219270.39,89842.17,42146.86,119611.73,21340.18,23901.01,27422.14,18245.86,17925.75,211481.22,27102.03,169334.36,63700.45,15685.04,244475.77,70825.54,0.2246,2024,3,8,August,26,Monday
EK4240,2024-08-27,DXB,BLR,DXB-BLR,Airbus A350-900,300,242,0.8042,5.6,Summer,Medium-haul,Low,275088.33,37512.04,312600.37,217283.52,89028.09,41764.96,118527.89,21146.81,23684.43,27173.66,18080.53,17763.32,209564.93,26856.45,167799.97,63123.24,15542.91,242260.5,70339.87,0.225,2024,3,8,August,27,Tuesday
EK4241,2024-08-27,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8149,4.72,Summer,Medium-haul,Low,226409.57,30874.03,257283.6,176591.23,72355.14,33943.33,96330.3,17186.49,19248.87,22084.65,14694.45,14436.66,170318.16,21826.85,136374.83,51301.69,12632.07,196890.59,60393.01,0.2347,2024,3,8,August,27,Tuesday
EK4242,2024-08-29,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8279,4.2,Summer,Medium-haul,Low,225074.91,30692.03,255766.94,175475.54,71898.01,33728.88,95721.69,17077.91,19127.26,21945.12,14601.61,14345.45,169242.1,21688.95,135513.23,50977.57,12552.27,195646.65,60120.29,0.2351,2024,3,8,August,29,Thursday
EK4243,2024-08-30,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.839,6.18,Summer,Medium-haul,Low,212382.56,28961.26,241343.82,164865.56,67550.75,31689.49,89933.96,16045.31,17970.75,20618.22,17599.06,13478.06,159009.02,20377.54,127319.53,47895.25,11793.3,183817.04,57526.78,0.2384,2024,3,8,August,30,Friday
EK4244,2024-08-30,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8243,6.08,Summer,Medium-haul,Low,315324.89,42998.85,358323.74,250918.68,102809.5,48230.11,136875.84,24420.31,27350.75,31380.1,20879.36,20513.06,242005.27,31013.79,193775.16,72894.62,17948.93,279762.07,78561.67,0.2192,2024,3,8,August,30,Friday
EK4245,2024-09-06,DXB,BLR,DXB-BLR,Airbus A350-900,300,243,0.8083,5.83,Autumn,Medium-haul,High,247985.16,33816.16,281801.32,194627.02,79744.99,37410.06,106168.8,18941.8,21214.82,24340.22,16195.24,15911.11,187713.27,24056.09,150303.21,56541.28,13922.23,216999.62,64801.7,0.23,2024,3,9,September,6,Friday
EK4246,2024-09-06,DXB,BLR,DXB-BLR,Airbus A350-900,300,251,0.8335,6.5,Autumn,Medium-haul,High,318207.56,43391.94,361599.5,253328.4,103796.84,48693.29,138190.33,24654.83,27613.41,31681.46,21079.88,20710.06,244329.39,31311.64,195636.09,73594.67,18121.3,282448.79,79150.71,0.2189,2024,3,9,September,6,Friday
EK4247,2024-09-07,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8287,5.39,Autumn,Medium-haul,High,353422.63,48194.0,401616.63,282765.92,115858.35,54351.6,154248.47,27519.8,30822.17,35362.94,23529.43,23116.63,272721.19,34950.14,218369.59,82146.6,20227.05,315270.18,86346.45,0.215,2024,3,9,September,7,Saturday
EK4248,2024-09-08,DXB,BLR,DXB-BLR,Airbus A350-900,300,251,0.8347,4.93,Autumn,Medium-haul,High,325424.04,44376.0,369800.04,259360.91,106268.56,49852.83,141481.06,25241.94,28270.97,32435.89,21581.86,21203.23,250147.6,32057.26,200294.78,75347.18,18552.82,289174.74,80625.3,0.218,2024,3,9,September,8,Sunday
EK4249,2024-09-08,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8149,5.85,Autumn,Medium-haul,High,249346.31,34001.77,283348.08,195764.86,80211.2,37628.77,106789.49,19052.54,21338.85,24482.52,16289.92,16004.13,188810.68,24196.73,151181.91,56871.84,14003.62,218268.25,65079.83,0.2297,2024,3,9,September,8,Sunday
EK4250,2024-09-08,DXB,BLR,DXB-BLR,Airbus A350-900,300,242,0.805,5.35,Autumn,Medium-haul,High,206380.13,28142.74,234522.87,159847.92,65494.86,30725.03,87196.84,15556.97,17423.81,19990.71,13301.21,13067.86,154169.62,19757.36,123444.6,46437.57,11434.38,178222.62,56300.25,0.2401,2024,3,9,September,8,Sunday
EK4251,2024-09-10,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8288,3.64,Autumn,Medium-haul,High,325648.47,44406.61,370055.08,259548.52,106345.43,49888.89,141583.4,25260.2,28291.42,32459.35,21597.47,21218.57,250328.55,32080.45,200439.66,75401.69,18566.24,289383.92,80671.16,0.218,2024,3,9,September,10,Tuesday
EK4252,2024-09-11,DXB,BLR,DXB-BLR,Airbus A350-900,300,254,0.8459,5.29,Autumn,Medium-haul,High,197003.34,26864.09,223867.43,152009.53,62283.22,29218.38,82921.01,14794.11,16569.41,19010.44,12648.97,12427.06,146609.68,18788.53,117391.3,44160.43,10873.67,169483.2,54384.23,0.2429,2024,3,9,September,11,Wednesday
EK4253,2024-09-12,DXB,BLR,DXB-BLR,Airbus A350-900,300,243,0.8099,5.56,Autumn,Medium-haul,High,192724.18,26280.57,219004.75,148432.43,60817.57,28530.81,80969.71,14445.98,16179.5,18563.08,12351.31,12134.62,143159.65,18346.39,114628.84,43121.25,10617.79,165494.91,53509.84,0.2443,2024,3,9,September,12,Thursday
EK4254,2024-09-14,DXB,BLR,DXB-BLR,Airbus A350-900,300,251,0.8354,6.26,Autumn,Medium-haul,High,201508.19,27478.39,228986.58,155775.29,63826.18,29942.21,84975.23,15160.61,16979.89,19481.39,12962.32,12734.91,150241.67,19253.98,120299.46,45254.43,11143.05,173681.84,55304.74,0.2415,2024,3,9,September,14,Saturday
EK4255,2024-09-17,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8277,6.99,Autumn,Medium-haul,High,356036.25,48550.4,404586.65,284950.74,116753.54,54771.55,155440.28,27732.43,31060.32,35636.18,23711.23,23295.24,274828.4,35220.19,220056.85,82781.31,20383.34,317706.15,86880.5,0.2147,2024,3,9,September,17,Tuesday
EK4256,2024-09-18,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8117,3.74,Autumn,Medium-haul,High,258935.26,35309.35,294244.61,203780.6,83495.5,39169.51,111162.07,19832.66,22212.58,25484.97,16956.93,16659.44,196541.68,25187.48,157372.17,59200.49,14577.01,227205.41,67039.2,0.2278,2024,3,9,September,18,Wednesday
EK4257,2024-09-19,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8204,5.75,Autumn,Medium-haul,High,267044.32,36415.13,303459.45,210559.24,86272.94,40472.46,114859.81,20492.38,22951.47,26332.71,17520.99,17213.6,203079.52,26025.33,162607.07,61169.77,15061.9,234763.27,68696.18,0.2264,2024,3,9,September,19,Thursday
EK4258,2024-09-20,DXB,BLR,DXB-BLR,Airbus A350-900,300,241,0.8027,3.76,Autumn,Medium-haul,High,335483.67,45747.77,381231.44,267770.11,109714.08,51469.19,146068.27,26060.35,29187.59,33487.55,22281.6,21890.69,258258.08,33096.65,206788.89,77790.15,19154.36,298550.59,82680.85,0.2169,2024,3,9,September,20,Friday
EK4259,2024-09-26,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8212,4.47,Autumn,Medium-haul,High,295600.86,40309.21,335910.07,234430.67,96053.83,45060.88,127881.64,22815.64,25553.51,29318.09,19507.37,19165.13,226102.96,28975.86,181042.08,68104.68,16769.49,261378.74,74531.33,0.2219,2024,3,9,September,26,Thursday
EK4260,2024-09-26,DXB,BLR,DXB-BLR,Airbus A350-900,300,256,0.8506,3.58,Autumn,Medium-haul,High,273454.31,37289.22,310743.53,215917.58,88468.42,41502.41,117782.78,21013.88,23535.54,27002.83,17966.86,17651.66,208247.52,26687.62,166745.11,62726.42,15445.2,240737.55,70005.98,0.2253,2024,3,9,September,26,Thursday
EK4261,2024-09-27,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8189,4.35,Autumn,Medium-haul,High,346990.96,47316.95,394307.91,277389.46,113655.44,53318.17,151315.61,26996.54,30236.13,34690.56,23082.04,22677.09,267535.72,34285.61,214217.55,80584.67,19842.46,309275.69,85032.22,0.2156,2024,3,9,September,27,Friday
EK4262,2024-09-27,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8312,4.98,Autumn,Medium-haul,High,304128.31,41472.04,345600.35,241559.06,98974.57,46431.06,131770.18,23509.4,26330.53,30209.58,20100.54,19747.89,232978.13,29856.94,186547.07,70175.55,17279.41,269326.55,76273.8,0.2207,2024,3,9,September,27,Friday
EK4263,2024-09-28,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8112,5.94,Autumn,Medium-haul,High,338026.62,46094.54,384121.16,269895.85,110585.06,51877.79,147227.86,26267.24,29419.3,33753.4,22458.49,22064.48,260308.31,33359.39,208430.52,78407.7,19306.42,300920.69,83200.47,0.2166,2024,3,9,September,28,Saturday
EK4264,2024-09-29,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8112,5.67,Autumn,Medium-haul,High,264372.72,36050.83,300423.55,208325.97,85357.89,40043.19,113641.56,20275.03,22708.04,26053.42,17335.15,17031.03,200925.58,25749.29,160882.39,60520.98,14902.15,232273.28,68150.27,0.2268,2024,3,9,September,29,Sunday
EK4265,2024-09-30,DXB,BLR,DXB-BLR,Airbus A350-900,300,252,0.837,5.51,Autumn,Medium-haul,High,294484.7,40157.01,334641.71,233497.63,95671.54,44881.54,127372.68,22724.83,25451.81,29201.41,19429.73,19088.86,225203.07,28860.53,180321.53,67833.62,16702.75,260338.45,74303.26,0.222,2024,3,9,September,30,Monday
EK4266,2024-10-02,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8177,3.7,Autumn,Medium-haul,High,248862.93,33935.85,282798.78,195360.78,80045.64,37551.1,106569.07,19013.21,21294.8,24431.98,16256.3,15971.1,188420.96,24146.78,150869.86,56754.45,13974.71,217817.73,64981.05,0.2298,2024,4,10,October,2,Wednesday
EK4267,2024-10-03,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8331,5.05,Autumn,Medium-haul,High,290780.57,39651.9,330432.47,230401.22,94402.84,44286.37,125683.59,22423.48,25114.29,28814.17,19172.07,18835.72,222216.65,28477.82,177930.29,66934.08,16481.26,256886.1,73546.37,0.2226,2024,4,10,October,3,Thursday
EK4268,2024-10-03,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8237,3.56,Autumn,Medium-haul,High,324467.67,44245.59,368713.26,258561.45,105940.99,49699.16,141044.95,25164.13,28183.83,32335.91,21515.33,21137.87,249376.54,31958.45,199677.38,75114.93,18495.64,288283.38,80429.88,0.2181,2024,4,10,October,3,Thursday
EK4269,2024-10-04,DXB,BLR,DXB-BLR,Airbus A350-900,300,253,0.8409,3.74,Autumn,Medium-haul,High,297153.78,40520.97,337674.75,235728.81,96585.72,45310.4,128589.78,22941.98,25695.01,29480.44,19615.39,19271.26,227354.99,29136.31,182044.58,68481.8,16862.35,262826.1,74848.65,0.2217,2024,4,10,October,4,Friday
EK4270,2024-10-05,DXB,BLR,DXB-BLR,Airbus A350-900,300,258,0.8578,6.38,Autumn,Medium-haul,High,204121.37,27834.73,231956.1,157959.74,64721.22,30362.09,86166.85,15373.21,17218.0,19754.58,13144.1,12913.5,152348.52,19523.98,121986.43,45889.03,11299.31,176117.39,55838.71,0.2407,2024,4,10,October,5,Saturday
EK4271,2024-10-05,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8195,4.33,Autumn,Medium-haul,High,202823.41,27657.74,230481.15,156874.73,64276.65,30153.54,85574.97,15267.61,17099.73,19618.88,13053.81,12824.8,151302.05,19389.87,121148.51,45573.83,11221.7,174907.66,55573.49,0.2411,2024,4,10,October,5,Saturday
EK4272,2024-10-06,DXB,BLR,DXB-BLR,Airbus A350-900,300,240,0.7982,5.15,Autumn,Medium-haul,High,197841.71,26978.42,224820.13,152710.35,62570.37,29353.08,83303.31,14862.32,16645.8,19098.08,12707.28,12484.35,147285.61,18875.15,117932.52,44364.03,10923.81,170264.58,54555.55,0.2427,2024,4,10,October,6,Sunday
EK4273,2024-10-11,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8122,6.32,Autumn,Medium-haul,High,216348.18,29502.03,245850.21,168180.57,68909.02,32326.68,91742.3,16367.94,18332.09,21032.8,13994.59,13749.07,162206.27,20787.28,129879.59,48858.3,12030.43,187513.12,58337.09,0.2373,2024,4,10,October,11,Friday
EK4274,2024-10-14,DXB,BLR,DXB-BLR,Airbus A350-900,300,242,0.804,3.82,Autumn,Medium-haul,High,235791.56,32153.4,267944.96,184433.97,75568.57,35450.81,100608.51,17949.78,20103.75,23065.47,15347.06,15077.81,177882.3,22796.22,142431.49,53580.09,13193.09,205634.87,62310.09,0.2325,2024,4,10,October,14,Monday
EK4275,2024-10-14,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8215,6.96,Autumn,Medium-haul,High,297172.82,40523.57,337696.39,235744.72,96592.24,45313.46,128598.46,22943.53,25696.75,29482.43,19616.71,19272.56,227370.34,29138.28,182056.87,68486.42,16863.49,262843.84,74852.55,0.2217,2024,4,10,October,14,Monday
EK4276,2024-10-14,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8154,6.46,Autumn,Medium-haul,High,295035.44,40232.11,335267.55,233958.02,95860.17,44970.03,127623.81,22769.64,25501.99,29258.98,19468.04,19126.49,225647.1,28917.44,180677.07,67967.37,16735.68,260851.76,74415.79,0.222,2024,4,10,October,14,Monday
EK4277,2024-10-17,DXB,BLR,DXB-BLR,Airbus A350-900,300,246,0.8178,5.6,Autumn,Medium-haul,High,349942.89,47719.49,397662.38,279857.08,114666.5,53792.48,152661.7,27236.7,30505.1,34999.16,23287.38,22878.83,269915.69,34590.61,216123.21,81301.55,20018.97,312026.97,85635.41,0.2153,2024,4,10,October,17,Thursday
EK4278,2024-10-18,DXB,BLR,DXB-BLR,Airbus A350-900,300,238,0.7904,6.8,Autumn,Medium-haul,High,271519.76,37025.42,308545.18,214300.43,87805.82,41191.57,116900.62,20856.49,23359.27,26800.59,17832.3,17519.45,206687.81,26487.74,165496.24,62256.62,15329.52,238934.5,69610.68,0.2256,2024,4,10,October,18,Friday
EK4279,2024-10-21,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8253,4.34,Autumn,Medium-haul,High,341535.73,46573.05,388108.78,272829.24,111786.97,52441.63,148828.02,26552.72,29739.05,34120.25,22702.58,22304.29,263137.5,33721.96,210695.87,79259.88,19516.25,304191.27,83917.51,0.2162,2024,4,10,October,21,Monday
EK4280,2024-10-22,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8298,3.51,Autumn,Medium-haul,High,206946.59,28219.99,235166.58,160321.44,65688.88,30816.04,87455.15,15603.06,17475.43,20049.93,13340.62,13106.57,154626.33,19815.89,123810.28,46575.13,11468.25,178750.58,56416.0,0.2399,2024,4,10,October,22,Tuesday
EK4281,2024-10-23,DXB,BLR,DXB-BLR,Airbus A350-900,300,241,0.8013,4.07,Autumn,Medium-haul,High,319966.93,43631.85,363598.78,254799.12,104399.45,48975.99,138992.61,24797.97,27773.72,31865.39,21202.26,20830.29,245747.86,31493.42,196771.88,74021.93,18226.51,284088.57,79510.21,0.2187,2024,4,10,October,23,Wednesday
EK4282,2024-10-23,DXB,BLR,DXB-BLR,Airbus A350-900,300,248,0.8239,6.04,Autumn,Medium-haul,High,336507.31,45887.36,382394.67,268625.81,110064.69,51633.67,146535.05,26143.63,29280.87,33594.57,22352.8,21960.65,259083.38,33202.41,207449.71,78038.74,19215.57,299504.65,82890.02,0.2168,2024,4,10,October,23,Wednesday
EK4283,2024-10-24,DXB,BLR,DXB-BLR,Airbus A350-900,300,245,0.8164,4.45,Autumn,Medium-haul,High,225542.13,30755.75,256297.88,175866.11,72058.04,33803.95,95934.75,17115.92,19169.83,21993.96,14634.11,14377.38,169618.8,21737.22,135814.85,51091.03,12580.2,196082.12,60215.76,0.2349,2024,4,10,October,24,Thursday
EK4284,2024-10-24,DXB,BLR,DXB-BLR,Airbus A350-900,300,249,0.8299,4.48,Autumn,Medium-haul,High,293818.54,40066.16,333884.7,232940.76,95443.37,44774.5,127068.9,22670.63,25391.11,29131.76,19383.39,19043.33,224665.98,28791.7,179891.48,67671.84,16662.92,259717.57,74167.13,0.2221,2024,4,10,October,24,Thursday
EK4285,2024-10-25,DXB,BLR,DXB-BLR,Airbus A350-900,300,239,0.7935,6.39,Autumn,Medium-haul,High,218682.1,29820.29,248502.39,170131.57,69708.41,32701.69,92806.56,16557.82,18544.75,21276.79,14156.93,13908.57,164087.96,21028.43,131386.28,49425.08,12170.0,189688.38,58814.01,0.2367,2024,4,10,October,25,Friday
EK4286,2024-10-28,DXB,BLR,DXB-BLR,Airbus A350-900,300,247,0.8213,4.96,Autumn,Medium-haul,High,255829.81,34885.88,290715.69,201184.64,82431.86,38670.53,109745.98,19580.01,21929.62,25160.32,16740.91,16447.21,194037.94,24866.62,155367.41,58446.34,14391.31,224311.04,66404.65,0.2284,2024,4,10,October,28,Monday
EK4287,2024-10-30,DXB,BLR,DXB-BLR,Airbus A350-900,300,250,0.8306,4.45,Autumn,Medium-haul,High,360150.6,49111.44,409262.04,288390.06,118162.74,55432.64,157316.43,28067.16,31435.22,36066.3,23997.42,23576.41,278145.55,35645.29,222712.91,83780.47,20629.36,321540.83,87721.21,0.2143,2024,4,10,October,30,Wednesday
EK4288,2024-10-31,DXB,BLR,DXB-BLR,Airbus A350-900,300,244,0.8118,4.36,Autumn,Medium-haul,High,225550.67,30756.91,256307.58,175873.25,72060.96,33805.32,95938.64,17116.62,19170.61,21994.85,14634.71,14377.96,169625.68,21738.1,135820.36,51093.1,12580.71,196090.08,60217.5,0.2349,2024,4,10,October,31,Thursday
